export	overload-id	declaration	qualification	acceptance
math/fmod	8	FunctionTypeOverload { id: 8, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	9	FunctionTypeOverload { id: 9, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(0))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, DimensionEqual(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionEqual(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
matrix/matmul	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
matrix/matmul	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(3))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/seq	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0))]), outputs: [Named(KindId(15))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Equatable }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/seq	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Named(KindId(15))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Equatable }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
table/right-outer-join	syntax-directed	Some(FunctionTypeDeclaration { overloads: [], template: Some(TableJoin(RightOuter)), parameter_names: None })	O01: intrinsic contract requires operator-specific kind/layout witnesses	qualify the source intrinsic contract and supported target layouts
