export	overload-id	acceptance-group	candidate-layout	predicate-domain	kind-domain	configured-target-domain	source-exposure	recipe-form	source-recipe-json	boundary-cells	reference-oracle	implementation-authority	discovery-command	acceptance-status
math/abs	0	C05	inputs: Fixed([K0]), outputs: [K0]	Real	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,c64	ModuleOnly	named-call	"""+> math\nanswer := math/abs(2.0)\nanswer\n"""	ABS;LAYOUT;TURN;VISIBILITY	real abs; c64 magnitude represented as c64 per exact declared result; component check	scheme.rs:1083; numeric.rs:2365	MECH_AUDIT_CASE=catalog-math-abs ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/abs	1	C05	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Real	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,c64	ModuleOnly	named-call	"""+> math\nanswer := math/abs(2.0)\nanswer\n"""	ABS;LAYOUT;TURN;VISIBILITY	real abs; c64 magnitude represented as c64 per exact declared result; component check	scheme.rs:1083; numeric.rs:2365	MECH_AUDIT_CASE=catalog-math-abs ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/abs	2	C05	inputs: Fixed([c64]), outputs: [c64]	exact/template	c64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,c64	ModuleOnly	named-call	"""+> math\nanswer := math/abs(2.0)\nanswer\n"""	ABS;LAYOUT;TURN;VISIBILITY	real abs; c64 magnitude represented as c64 per exact declared result; component check	scheme.rs:1083; numeric.rs:2365	MECH_AUDIT_CASE=catalog-math-abs ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/abs	3	C05	inputs: Fixed([Matrix { element: c64, dimensions: [D0, D1] }]), outputs: [Matrix { element: c64, dimensions: [D0, D1] }]	exact/template	c64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,c64	ModuleOnly	named-call	"""+> math\nanswer := math/abs(2.0)\nanswer\n"""	ABS;LAYOUT;TURN;VISIBILITY	real abs; c64 magnitude represented as c64 per exact declared result; component check	scheme.rs:1083; numeric.rs:2365	MECH_AUDIT_CASE=catalog-math-abs ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acos	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acos(0.5)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acos ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acos	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acos(0.5)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acos ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acosh	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acosh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acosh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acosh	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acosh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acosh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acot	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acot(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acot ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acot	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acot(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acot ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acsc	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acsc(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acsc ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/acsc	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/acsc(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-acsc ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	0	C01	inputs: Fixed([K0, K1]), outputs: [K2]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	1	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	2	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	3	C01	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	4	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	5	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	6	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	7	C01	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	8	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add	9	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D2, D3] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/add(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add-assign	0	C14	inputs: Fixed([K0, K0]), outputs: [K0]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na += 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-add-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add-assign	1	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K0]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na += 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-add-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add-assign	2	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K0, dimensions: [D2, D3] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na += 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-add-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/add-assign/range	0	C14	inputs: Fixed([K0, K0, K1]), outputs: [K0]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1] += 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-add-assign-range ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
