id	grammar-name	module	rust-function	classification	feature-gate	entry-point	output-type	parent-rules	child-rules	selection-behavior	termination	whitespace	spec-location	conformance-cases	implementation-path	notes
expressions.negate-factor	negate-factor	expressions	negate_factor	production	always	parse	Factor	factor	dash,factor	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1103	FACTOR-NEGATE	src/syntax/src/expressions.rs::negate_factor	Constructs Factor; implementation-derived inventory entry.
expressions.not-factor	not-factor	expressions	not_factor	production	always	parse	Factor	factor	factor,not	none	caller controls remainder	none directly; child rules may consume	not-located	FACTOR-NOT-BANG,FACTOR-NOT-NEGATE	src/syntax/src/expressions.rs::not_factor	Constructs Factor; implementation-derived inventory entry.
expressions.add	add	expressions	add	terminal	always	parse	AddSubOp	none	tag,ws0e	none	caller controls remainder	ws0e	docs/design/specification.mec:1150	EXPR-FORMULA,OP-ADD-SPACED	src/syntax/src/expressions.rs::add	Recognizes a terminal/operator form and returns AddSubOp.
expressions.subtract	subtract	expressions	subtract	terminal	always	parse	AddSubOp	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1151	LEX-DASH-SPACED	src/syntax/src/expressions.rs::subtract	Recognizes a terminal/operator form and returns AddSubOp.
expressions.raw-subtract	raw-subtract	expressions	raw_subtract	terminal	always	parse	AddSubOp	spaced-subtract	tag	peek-gated	caller controls remainder	none directly; child rules may consume	not-located	LEX-DASH-SPACED	src/syntax/src/expressions.rs::raw_subtract	Recognizes a terminal/operator form and returns AddSubOp.
expressions.spaced-subtract	spaced-subtract	expressions	spaced_subtract	terminal	always	parse	AddSubOp	none	raw-subtract,ws1e	none	caller controls remainder	ws1e	not-located	LEX-DASH-SPACED	src/syntax/src/expressions.rs::spaced_subtract	Recognizes a terminal/operator form and returns AddSubOp.
expressions.multiply	multiply	expressions	multiply	terminal	always	parse	MulDivOp	none	tag,ws0e	ordered-first-success/peek-gated	caller controls remainder	ws0e	docs/design/specification.mec:1152	OP-MULTIPLY-VARIANTS	src/syntax/src/expressions.rs::multiply	Recognizes a terminal/operator form and returns MulDivOp.
expressions.divide	divide	expressions	divide	terminal	always	parse	MulDivOp	none	tag,ws0e	ordered-first-success/peek-gated	caller controls remainder	ws0e	docs/design/specification.mec:1153	OP-DIVIDE-VARIANTS	src/syntax/src/expressions.rs::divide	Recognizes a terminal/operator form and returns MulDivOp.
expressions.modulus	modulus	expressions	modulus	terminal	always	parse	MulDivOp	none	tag,ws0e	none	caller controls remainder	ws0e	not-located	OP-MODULUS	src/syntax/src/expressions.rs::modulus	Recognizes a terminal/operator form and returns MulDivOp.
expressions.power	power	expressions	power	terminal	always	parse	PowerOp	power-operator	tag,ws0e	none	caller controls remainder	ws0e	not-located	OP-POWER-TIGHT	src/syntax/src/expressions.rs::power	Recognizes a terminal/operator form and returns PowerOp.
expressions.matrix-operator	matrix-operator	expressions	matrix_operator	production	always	parse	FormulaOperator	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	OP-MATRIX-TIGHT,OP-MATRIX-SOLVE,OP-DOT-PRODUCT-VARIANTS,OP-CROSS-PRODUCT	src/syntax/src/expressions.rs::matrix_operator	Constructs FormulaOperator; implementation-derived inventory entry.
expressions.matrix-multiply	matrix-multiply	expressions	matrix_multiply	terminal	always	parse	VecOp	none	tag,ws0e	none	caller controls remainder	ws0e	docs/design/specification.mec:1164	OP-MATRIX-TIGHT	src/syntax/src/expressions.rs::matrix_multiply	Recognizes a terminal/operator form and returns VecOp.
expressions.matrix-solve	matrix-solve	expressions	matrix_solve	terminal	always	parse	VecOp	none	tag,ws0e	none	caller controls remainder	ws0e	not-located	OP-MATRIX-SOLVE	src/syntax/src/expressions.rs::matrix_solve	Recognizes a terminal/operator form and returns VecOp.
expressions.dot-product	dot-product	expressions	dot_product	terminal	always	parse	VecOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	docs/design/specification.mec:1162	OP-DOT-PRODUCT-VARIANTS	src/syntax/src/expressions.rs::dot_product	Recognizes a terminal/operator form and returns VecOp.
expressions.cross-product	cross-product	expressions	cross_product	terminal	always	parse	VecOp	none	tag,ws0e	none	caller controls remainder	ws0e	docs/design/specification.mec:1163	OP-CROSS-PRODUCT	src/syntax/src/expressions.rs::cross_product	Recognizes a terminal/operator form and returns VecOp.
expressions.transpose	transpose	expressions	transpose	terminal	always	parse	()	none	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1165	FACTOR-TRANSPOSE	src/syntax/src/expressions.rs::transpose	Recognizes a terminal/operator form and returns ().
expressions.range-expression	range-expression	expressions	range_expression	production	always	parse	RangeExpression	expression,range-subscript	formula,range-operator	none	optional component; caller controls remainder	none directly; child rules may consume	not-located	RANGE-EXCLUSIVE,RANGE-INCLUSIVE	src/syntax/src/expressions.rs::range_expression	Constructs RangeExpression; implementation-derived inventory entry.
expressions.range-inclusive	range-inclusive	expressions	range_inclusive	terminal	always	parse	RangeOp	none	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1225	RANGE-INCLUSIVE	src/syntax/src/expressions.rs::range_inclusive	Recognizes a terminal/operator form and returns RangeOp.
expressions.range-exclusive	range-exclusive	expressions	range_exclusive	terminal	always	parse	RangeOp	none	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1226	RANGE-EXCLUSIVE	src/syntax/src/expressions.rs::range_exclusive	Recognizes a terminal/operator form and returns RangeOp.
expressions.range-operator	range-operator	expressions	range_operator	production	always	parse	RangeOp	range-expression	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	RANGE-EXCLUSIVE,RANGE-INCLUSIVE	src/syntax/src/expressions.rs::range_operator	Constructs RangeOp; implementation-derived inventory entry.
expressions.comparison-operator	comparison-operator	expressions	comparison_operator	production	always	parse	FormulaOperator	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	OP-NOT-EQUAL-VARIANTS,OP-EQUAL-VARIANTS,OP-STRICT-NOT-EQUAL-VARIANTS,OP-STRICT-EQUAL-VARIANTS,OP-GREATER-THAN,OP-LESS-THAN,OP-GREATER-EQUAL-VARIANTS,OP-LESS-EQUAL-VARIANTS	src/syntax/src/expressions.rs::comparison_operator	Constructs FormulaOperator; implementation-derived inventory entry.
expressions.not-equal	not-equal	expressions	not_equal	terminal	always	parse	ComparisonOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	docs/design/specification.mec:1171	OP-NOT-EQUAL-VARIANTS	src/syntax/src/expressions.rs::not_equal	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.equal-to	equal-to	expressions	equal_to	terminal	always	parse	ComparisonOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	not-located	OP-EQUAL-VARIANTS	src/syntax/src/expressions.rs::equal_to	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.strict-not-equal	strict-not-equal	expressions	strict_not_equal	terminal	always	parse	ComparisonOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	not-located	OP-STRICT-NOT-EQUAL-VARIANTS	src/syntax/src/expressions.rs::strict_not_equal	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.strict-equal	strict-equal	expressions	strict_equal	terminal	always	parse	ComparisonOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	docs/design/specification.mec:1173	OP-STRICT-EQUAL-VARIANTS	src/syntax/src/expressions.rs::strict_equal	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.greater-than	greater-than	expressions	greater_than	terminal	always	parse	ComparisonOp	none	tag,ws0e	none	caller controls remainder	ws0e	not-located	OP-GREATER-THAN	src/syntax/src/expressions.rs::greater_than	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.less-than	less-than	expressions	less_than	terminal	always	parse	ComparisonOp	none	tag,ws0e	peek-gated	caller controls remainder	ws0e	not-located	OP-LESS-THAN	src/syntax/src/expressions.rs::less_than	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.greater-than-equal	greater-than-equal	expressions	greater_than_equal	terminal	always	parse	ComparisonOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	not-located	OP-GREATER-EQUAL-VARIANTS	src/syntax/src/expressions.rs::greater_than_equal	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.less-than-equal	less-than-equal	expressions	less_than_equal	terminal	always	parse	ComparisonOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	not-located	OP-LESS-EQUAL-VARIANTS	src/syntax/src/expressions.rs::less_than_equal	Recognizes a terminal/operator form and returns ComparisonOp.
expressions.logic-operator	logic-operator	expressions	logic_operator	production	always	parse	FormulaOperator	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	OP-OR-VARIANTS,OP-AND-VARIANTS,OP-XOR-VARIANTS	src/syntax/src/expressions.rs::logic_operator	Constructs FormulaOperator; implementation-derived inventory entry.
expressions.or	or	expressions	or	terminal	always	parse	LogicOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	docs/design/specification.mec:1184	OP-OR-VARIANTS	src/syntax/src/expressions.rs::or	Recognizes a terminal/operator form and returns LogicOp.
expressions.and	and	expressions	and	terminal	always	parse	LogicOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	docs/design/specification.mec:1185	OP-AND-VARIANTS	src/syntax/src/expressions.rs::and	Recognizes a terminal/operator form and returns LogicOp.
expressions.not	not	expressions	not	terminal	always	parse	LogicOp	not-factor	tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1186	FACTOR-NOT-BANG,FACTOR-NOT-NEGATE	src/syntax/src/expressions.rs::not	Recognizes a terminal/operator form and returns LogicOp.
expressions.xor	xor	expressions	xor	terminal	always	parse	LogicOp	none	tag,ws0e	ordered-first-success	caller controls remainder	ws0e	not-located	OP-XOR-VARIANTS,OP-XOR-CARET	src/syntax/src/expressions.rs::xor	Recognizes a terminal/operator form and returns LogicOp.
expressions.table-operator	table-operator	expressions	table_operator	production	always	parse	FormulaOperator	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	OP-INNER-JOIN,OP-LEFT-JOIN,OP-RIGHT-JOIN,OP-FULL-JOIN,OP-LEFT-SEMI-JOIN,OP-LEFT-ANTI-JOIN	src/syntax/src/expressions.rs::table_operator	Constructs FormulaOperator; implementation-derived inventory entry.
